oorsprong;oorsprong LAT;oorsprong LON;bestemming;bestemming LAT;bestemming LON;vertrektijdstip(epoch);Vertrekdatum;Vertrektijdstip;afstand[km];reistijd (daggemiddelde) [min];reistijd (op gevraagd moment) [min];Traject;Beweging
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729593810;22/10/2024;12:40;2,357;3,25;4,266666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729593810;22/10/2024;12:40;1,146;1,85;1,733333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729594109;22/10/2024;12:45;1,706;2,933333333;3,216666667;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729594109;22/10/2024;12:45;1,593;2,733333333;2,933333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729594110;22/10/2024;12:45;1,374;2,8;5,466666667;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729594110;22/10/2024;12:45;1,223;2,316666667;6,483333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729594110;22/10/2024;12:45;2,297;2,966666667;2,966666667;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729594110;22/10/2024;12:45;2,357;3,25;3,2;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729594110;22/10/2024;12:45;1,146;1,85;1,733333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729594409;22/10/2024;12:50;1,706;2,933333333;3,183333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729594409;22/10/2024;12:50;1,593;2,733333333;2,95;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729594410;22/10/2024;12:50;1,374;2,8;4,05;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729594410;22/10/2024;12:50;1,223;2,316666667;4,833333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729594410;22/10/2024;12:50;2,297;2,966666667;2,966666667;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729594410;22/10/2024;12:50;2,357;3,25;3,2;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729594410;22/10/2024;12:50;1,146;1,85;1,733333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729594709;22/10/2024;12:55;1,706;2,933333333;3,183333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729594710;22/10/2024;12:55;1,593;2,733333333;2,966666667;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729594710;22/10/2024;12:55;1,374;2,8;4,883333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729594710;22/10/2024;12:55;1,223;2,316666667;4,716666667;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729594710;22/10/2024;12:55;2,297;2,966666667;3,1;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729594710;22/10/2024;12:55;2,357;3,25;3,333333333;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729594710;22/10/2024;12:55;1,146;1,85;1,816666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729595009;22/10/2024;13:00;1,706;2,933333333;3,216666667;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729595009;22/10/2024;13:00;1,593;2,733333333;2,966666667;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729595010;22/10/2024;13:00;1,374;2,8;3,766666667;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729595010;22/10/2024;13:00;1,223;2,316666667;3,283333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729595010;22/10/2024;13:00;2,297;2,966666667;3,483333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729595010;22/10/2024;13:00;2,357;3,25;3,65;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729595010;22/10/2024;13:00;1,146;1,85;1,8;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729595309;22/10/2024;13:05;1,706;2,933333333;3,25;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729595310;22/10/2024;13:05;1,593;2,733333333;3;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729595310;22/10/2024;13:05;1,374;2,8;3,683333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729595310;22/10/2024;13:05;1,223;2,316666667;3;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729595310;22/10/2024;13:05;2,297;2,966666667;3,033333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729595310;22/10/2024;13:05;2,357;3,25;3,2;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729595310;22/10/2024;13:05;1,146;1,85;1,883333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729595609;22/10/2024;13:10;1,706;2,933333333;3,133333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729595610;22/10/2024;13:10;1,593;2,733333333;2,966666667;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729595610;22/10/2024;13:10;1,374;2,8;3,683333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729595610;22/10/2024;13:10;1,223;2,316666667;3,116666667;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729595610;22/10/2024;13:10;2,297;2,966666667;2,95;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729595610;22/10/2024;13:10;2,357;3,25;3,183333333;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729595610;22/10/2024;13:10;1,146;1,85;1,883333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729595909;22/10/2024;13:15;1,706;2,933333333;3,15;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729595910;22/10/2024;13:15;1,593;2,733333333;2,75;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729595910;22/10/2024;13:15;1,374;2,8;4,116666667;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729595910;22/10/2024;13:15;1,223;2,316666667;3,383333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729595910;22/10/2024;13:15;2,297;2,966666667;2,9;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729595910;22/10/2024;13:15;2,357;3,25;3,433333333;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729595910;22/10/2024;13:15;1,146;1,85;1,6;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729596209;22/10/2024;13:20;1,706;2,933333333;3,133333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729596210;22/10/2024;13:20;1,593;2,733333333;2,733333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729596210;22/10/2024;13:20;1,374;2,8;3,4;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729596210;22/10/2024;13:20;1,223;2,316666667;3,183333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729596210;22/10/2024;13:20;2,297;2,966666667;2,816666667;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729596210;22/10/2024;13:20;2,357;3,25;3,15;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729596210;22/10/2024;13:20;1,146;1,85;1,633333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729596509;22/10/2024;13:25;1,706;2,933333333;3,116666667;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729596510;22/10/2024;13:25;1,593;2,733333333;2,733333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729596510;22/10/2024;13:25;1,374;2,8;3,583333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729596510;22/10/2024;13:25;1,223;2,316666667;3,266666667;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729596510;22/10/2024;13:25;2,297;2,966666667;2,85;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729596510;22/10/2024;13:25;2,357;3,25;3,183333333;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729596510;22/10/2024;13:25;1,146;1,85;1,633333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729596809;22/10/2024;13:30;1,706;2,933333333;3,133333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729596810;22/10/2024;13:30;1,593;2,733333333;2,766666667;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729596810;22/10/2024;13:30;1,374;2,8;3,833333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729596810;22/10/2024;13:30;1,223;2,316666667;4,1;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729596810;22/10/2024;13:30;2,297;2,966666667;2,966666667;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729596810;22/10/2024;13:30;2,357;3,25;4,05;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729596810;22/10/2024;13:30;1,146;1,85;1,833333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729597109;22/10/2024;13:35;1,706;2,933333333;3,116666667;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729597110;22/10/2024;13:35;1,593;2,733333333;2,733333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729597110;22/10/2024;13:35;1,374;2,8;3,766666667;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729597110;22/10/2024;13:35;1,223;2,316666667;3,733333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729597110;22/10/2024;13:35;2,297;2,966666667;2,95;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729597110;22/10/2024;13:35;2,357;3,25;3,25;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729597110;22/10/2024;13:35;1,146;1,85;1,65;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729597410;22/10/2024;13:40;1,706;2,933333333;3,216666667;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729597410;22/10/2024;13:40;1,593;2,733333333;2,816666667;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729597410;22/10/2024;13:40;1,374;2,8;4,083333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729597410;22/10/2024;13:40;1,223;2,316666667;3,333333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729597410;22/10/2024;13:40;2,297;2,966666667;2,933333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729597410;22/10/2024;13:40;2,357;3,25;3,066666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729597410;22/10/2024;13:40;1,146;1,85;1,566666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729597709;22/10/2024;13:45;1,706;2,933333333;3,133333333;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729597710;22/10/2024;13:45;1,593;2,733333333;3,1;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729597710;22/10/2024;13:45;1,374;2,8;3,533333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729597710;22/10/2024;13:45;1,223;2,316666667;3,633333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729597710;22/10/2024;13:45;2,297;2,966666667;3,083333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729597710;22/10/2024;13:45;2,357;3,25;3,15;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729597710;22/10/2024;13:45;1,146;1,85;1,683333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729598010;22/10/2024;13:50;1,706;2,933333333;3,116666667;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729598010;22/10/2024;13:50;1,593;2,733333333;2,9;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729598010;22/10/2024;13:50;1,374;2,8;3,45;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729598010;22/10/2024;13:50;1,223;2,316666667;3,6;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729598010;22/10/2024;13:50;2,297;2,966666667;3,716666667;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729598010;22/10/2024;13:50;2,357;3,25;3,416666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729598010;22/10/2024;13:50;1,146;1,85;1,666666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729598310;22/10/2024;13:55;1,706;2,933333333;3,116666667;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729598310;22/10/2024;13:55;1,593;2,733333333;2,95;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729598310;22/10/2024;13:55;1,374;2,8;3,666666667;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729598310;22/10/2024;13:55;1,223;2,316666667;3,016666667;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729598310;22/10/2024;13:55;2,297;2,966666667;4,7;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729598310;22/10/2024;13:55;2,357;3,25;4,8;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729598310;22/10/2024;13:55;1,146;1,85;1,633333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729598610;22/10/2024;14:00;1,706;2,933333333;3,1;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729598610;22/10/2024;14:00;1,593;2,733333333;3,033333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729598610;22/10/2024;14:00;1,374;2,8;3,65;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729598610;22/10/2024;14:00;1,223;2,316666667;3,083333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729598610;22/10/2024;14:00;2,297;2,966666667;3,533333333;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729598610;22/10/2024;14:00;2,357;3,25;3,816666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729598610;22/10/2024;14:00;1,146;1,85;1,666666667;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729598910;22/10/2024;14:05;1,706;2,933333333;3,1;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729598910;22/10/2024;14:05;1,593;2,733333333;2,866666667;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729598910;22/10/2024;14:05;1,374;2,8;3,633333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729598910;22/10/2024;14:05;1,223;2,316666667;2,833333333;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729598910;22/10/2024;14:05;2,297;2,966666667;2,95;Kastelweg - OWS;W-O
Kastelweg;51,24403791;4,353601947;Noordkasteelbruggen;51,24458092;4,386368454;1729598910;22/10/2024;14:05;2,357;3,25;3,316666667;Kastelweg - Noordkasteelbruggen;W-N
Noordkasteelbruggen voor;51,24416075;4,386275253;Noordkasteelbruggen na;51,25429542;4,388623387;1729598910;22/10/2024;14:05;1,146;1,85;1,633333333;Noordkasteelbruggen voor - Noordkasteelbruggen na;N-N
OWS x Droogdokkenweg;51,23829764;4,403005567;Kastelweg;51,24386465;4,384319502;1729599210;22/10/2024;14:10;1,706;2,933333333;3,066666667;OWS x Droogdokkenweg - Kastelweg;O-W
OWS x Droogdokkenweg;51,23829764;4,403005567;Noordkasteelbruggen;51,24458092;4,386368454;1729599210;22/10/2024;14:10;1,593;2,733333333;2,833333333;OWS x Droogdokkenweg - Noordkasteelbruggen;O-N
OWS Bushalte F, Maas;51,25432329;4,388436739;Kastelweg;51,24386465;4,384319502;1729599210;22/10/2024;14:10;1,374;2,8;3,683333333;OWS Bushalte F, Maas - Kastelweg;N-W
OWS Bushalte F, Maas;51,25432329;4,388436739;OWS;51,24381757;4,386543283;1729599210;22/10/2024;14:10;1,223;2,316666667;2,866666667;OWS Bushalte F, Maas - OWS;N-O
Kastelweg;51,24403791;4,353601947;OWS;51,24381757;4,386543283;1729599210;22/10/2024;14:10;2,297;2,966666667;3,283333333;Kastelweg - OWS;W-O
